"ID","Name","OutcomeType","AnimalType","SexuponOutcome","Breed","Color","isTrain","AgeinDays","NameNoName","Year","Month","Day","Hour","Minute","DayOfTheWeek","WeekEnd","Situation","Sex","DayPhase","BreedSimplified","LifePhase"
"4697","Dobby",NA,"Dog","Neutered Male","Black/TanHoundMix","Tricolor",FALSE,"365","TRUE","2015","07","12","12","56","1","TRUE","Neutered","Male","afternoon","Mix","adolescent"
"4698","Tiko",NA,"Dog","Neutered Male","ChihuahuaShorthairMix","Brown",FALSE,"2555","TRUE","2014","11","02","12","47","1","TRUE","Neutered","Male","afternoon","Mix","adult"
"4699","Gracie",NA,"Dog","Spayed Female","MiniaturePinscherMix","Black/Brown",FALSE,"210","TRUE","2014","11","06","18","15","5","FALSE","Spayed","Female","afternoon","Mix","puppy"
"4700","Loupgaru",NA,"Dog","Neutered Male","AiredaleTerrierMix","Gray/White",FALSE,"1095","TRUE","2014","07","14","12","31","2","FALSE","Neutered","Male","afternoon","Mix","adult"
"4702","Judy",NA,"Dog","Spayed Female","PugMix","Tan",FALSE,"365","TRUE","2014","07","28","16","56","2","FALSE","Spayed","Female","afternoon","Mix","adolescent"
"4703","Pepper",NA,"Dog","Spayed Female","PitBullMix","Brown Brindle",FALSE,"1460","TRUE","2014","08","26","18","14","3","FALSE","Spayed","Female","afternoon","Mix","adult"
"4704","Cookie",NA,"Dog","Spayed Female","AustralianCattleDogMix","Tricolor",FALSE,"365","TRUE","2015","12","24","17","00","5","FALSE","Spayed","Female","afternoon","Mix","adolescent"
"4708","Cheeto",NA,"Dog","Neutered Male","ChihuahuaShorthairMix","Brown/White",FALSE,"730","TRUE","2015","12","15","15","14","3","FALSE","Neutered","Male","afternoon","Mix","adult"
"4709","St. Hubert",NA,"Dog","Neutered Male","Bloodhound","Brown/Black",FALSE,"2190","TRUE","2015","11","28","11","05","7","TRUE","Neutered","Male","morning","Pure","adult"
"4711","Jasmin",NA,"Dog","Spayed Female","MiniaturePinscherMix","Black/Tan",FALSE,"1825","TRUE","2015","06","09","18","16","3","FALSE","Spayed","Female","afternoon","Mix","adult"
"4713","",NA,"Dog","Intact Male","ChihuahuaShorthairMix","Tan",FALSE,"90","FALSE","2015","11","30","12","06","2","FALSE","Intact","Male","afternoon","Mix","puppy"
"4718","Piet",NA,"Dog","Neutered Male","MiniaturePoodle","Black/Silver",FALSE,"730","TRUE","2014","01","10","17","37","6","FALSE","Neutered","Male","afternoon","Pure","adult"
"4719","Duke",NA,"Dog","Intact Male","PitBullMix","Brown Brindle/Brown",FALSE,"730","TRUE","2014","05","13","18","56","3","FALSE","Intact","Male","afternoon","Mix","adult"
"4720","Poppy",NA,"Dog","Intact Female","AustralianCattleDogMix","Tricolor",FALSE,"210","TRUE","2015","06","27","13","07","7","TRUE","Intact","Female","afternoon","Mix","puppy"
"4721","Belle",NA,"Dog","Spayed Female","ChihuahuaShorthairMix","Tricolor",FALSE,"30","TRUE","2014","03","08","17","48","7","TRUE","Spayed","Female","afternoon","Mix","gestation"
"4722","",NA,"Dog","Neutered Male","Black/TanHoundMix","Black/Tan",FALSE,"365","FALSE","2014","06","08","12","53","1","TRUE","Neutered","Male","afternoon","Mix","adolescent"
"4723","Big Red",NA,"Dog","Neutered Male","PitBullMix","Red/White",FALSE,"1095","TRUE","2015","02","02","12","45","2","FALSE","Neutered","Male","afternoon","Mix","adult"
"4725","Lily",NA,"Dog","Spayed Female","BostonTerrierMix","Brown/White",FALSE,"1825","TRUE","2015","12","09","17","52","4","FALSE","Spayed","Female","afternoon","Mix","adult"
"4728","Hoss",NA,"Dog","Neutered Male","RatTerrierMix","Black/White",FALSE,"60","TRUE","2014","06","04","12","33","4","FALSE","Neutered","Male","afternoon","Mix","gestation"
"4729","Roger",NA,"Dog","Intact Male","PitBullMix","White/Black",FALSE,"730","TRUE","2015","01","09","15","39","6","FALSE","Intact","Male","afternoon","Mix","adult"
"4732","Watson",NA,"Dog","Neutered Male","ChihuahuaShorthair/Basenji","Tricolor",FALSE,"730","TRUE","2014","11","11","11","21","3","FALSE","Neutered","Male","morning","Hybrid","adult"
"4734","Deeohhgee",NA,"Dog","Spayed Female","PitBullMix","Tan/Black",FALSE,"365","TRUE","2013","10","15","17","14","3","FALSE","Spayed","Female","afternoon","Mix","adolescent"
"4735","",NA,"Dog","Intact Male","PitBullMix","Blue/White",FALSE,"300","FALSE","2015","01","30","10","10","6","FALSE","Intact","Male","morning","Mix","puppy"
"4738","",NA,"Dog","Spayed Female","YorkshireTerrier/MiniaturePoodle","White",FALSE,"300","FALSE","2015","02","20","11","26","6","FALSE","Spayed","Female","morning","Hybrid","puppy"
"4739","Moby",NA,"Dog","Neutered Male","DobermanPinsch/GermanShepherd","Brown/Black",FALSE,"730","TRUE","2014","03","23","18","46","1","TRUE","Neutered","Male","afternoon","Hybrid","adult"
"4742","Rascal",NA,"Dog","Neutered Male","DachshundMix","Black/Brown",FALSE,"3650","TRUE","2015","03","26","18","49","5","FALSE","Neutered","Male","afternoon","Mix","senior"
"4743","Frenchie",NA,"Dog","Spayed Female","BoxerMix","Brown Brindle",FALSE,"730","TRUE","2014","11","03","10","35","2","FALSE","Spayed","Female","morning","Mix","adult"
"4746","Precious",NA,"Dog","Spayed Female","JackRussellTerrierMix","Brown/White",FALSE,"1095","TRUE","2014","07","04","14","26","6","FALSE","Spayed","Female","afternoon","Mix","adult"
"4747","",NA,"Dog","Intact Female","LabradorRetriever","Yellow",FALSE,"60","FALSE","2014","05","31","16","31","7","TRUE","Intact","Female","afternoon","Pure","gestation"
"4748","Brynn",NA,"Dog","Spayed Female","PitBullMix","Brown Brindle/White",FALSE,"365","TRUE","2014","05","31","19","34","7","TRUE","Spayed","Female","afternoon","Mix","adolescent"
"4753","Coquito",NA,"Dog","Neutered Male","ChihuahuaShorthairMix","Cream/White",FALSE,"60","TRUE","2014","09","22","18","28","2","FALSE","Neutered","Male","afternoon","Mix","gestation"
"4754","Lefty",NA,"Dog","Intact Male","PitBullMix","Blue/White",FALSE,"120","TRUE","2014","07","23","08","38","4","FALSE","Intact","Male","morning","Mix","puppy"
"4755","Zeus",NA,"Dog","Neutered Male","ChihuahuaShorthairMix","Black/White",FALSE,"240","TRUE","2014","11","21","18","17","6","FALSE","Neutered","Male","afternoon","Mix","puppy"
"4756","Adeleine",NA,"Dog","Spayed Female","PitBullMix","White/Brown",FALSE,"300","TRUE","2016","02","21","18","37","1","TRUE","Spayed","Female","afternoon","Mix","puppy"
"4757","Bee",NA,"Dog","Spayed Female","GermanShepherdMix","Red/Black",FALSE,"730","TRUE","2013","12","14","11","35","7","TRUE","Spayed","Female","morning","Mix","adult"
"4758","Maruka",NA,"Dog","Spayed Female","Akita/GermanShepherd","Sable",FALSE,"300","TRUE","2013","12","19","17","17","5","FALSE","Spayed","Female","afternoon","Hybrid","puppy"
"4759","Chiquita",NA,"Dog","Spayed Female","ManchesterTerrierMix","Black/Tan",FALSE,"365","TRUE","2015","04","02","16","28","5","FALSE","Spayed","Female","afternoon","Mix","adolescent"
"4761","Poe",NA,"Dog","Spayed Female","PitBull/AnatolShepherd","White/Brown",FALSE,"365","TRUE","2013","10","12","15","20","7","TRUE","Spayed","Female","afternoon","Hybrid","adolescent"
"4762","Barry",NA,"Dog","Intact Male","ChineseSharpei","Tan",FALSE,"365","TRUE","2015","09","10","15","05","5","FALSE","Intact","Male","afternoon","Pure","adolescent"
"4763","Mr Muffin",NA,"Dog","Neutered Male","Pomeranian","Red/White",FALSE,"4380","TRUE","2015","02","17","07","50","3","FALSE","Neutered","Male","morning","Pure","senior"
"4765","Max",NA,"Dog","Neutered Male","RedboneHoundMix","Red/White",FALSE,"730","TRUE","2014","12","06","17","58","7","TRUE","Neutered","Male","afternoon","Mix","adult"
"4766","",NA,"Dog","Spayed Female","PlottHoundMix","Brown Brindle/White",FALSE,"365","FALSE","2015","06","12","18","28","6","FALSE","Spayed","Female","afternoon","Mix","adolescent"
"4769","Ladybird",NA,"Dog","Spayed Female","LabradorRetrieverMix","Black/White",FALSE,"30","TRUE","2015","06","20","00","00","7","TRUE","Spayed","Female","night","Mix","gestation"
"4770","Leo",NA,"Dog","Intact Male","ChihuahuaShorthairMix","Sable",FALSE,"365","TRUE","2014","05","06","15","26","3","FALSE","Intact","Male","afternoon","Mix","adolescent"
"4772","Mickey",NA,"Dog","Neutered Male","LabradorRetrieverMix","White",FALSE,"730","TRUE","2015","04","07","17","38","3","FALSE","Neutered","Male","afternoon","Mix","adult"
"4773","Tyson",NA,"Dog","Neutered Male","MiniaturePinscherMix","Black/Tan",FALSE,"2190","TRUE","2014","07","11","12","12","6","FALSE","Neutered","Male","afternoon","Mix","adult"
"4774","Nicholas",NA,"Dog","Neutered Male","LabradorRetriever/GermanShepherd","Brown/White",FALSE,"1095","TRUE","2015","02","24","15","19","3","FALSE","Neutered","Male","afternoon","Hybrid","adult"
"4775","",NA,"Dog","Intact Male","GermanShepherdMix","Sable",FALSE,"7","FALSE","2015","11","20","15","31","6","FALSE","Intact","Male","afternoon","Mix","gestation"
"4779","Dollar",NA,"Dog","Neutered Male","GermanShepherdMix","Tan/Black",FALSE,"2555","TRUE","2014","04","04","18","06","6","FALSE","Neutered","Male","afternoon","Mix","adult"
"4781","Diamond",NA,"Dog","Spayed Female","PitBullMix","Blue/White",FALSE,"365","TRUE","2015","07","10","15","22","6","FALSE","Spayed","Female","afternoon","Mix","adolescent"
"4782","Billy",NA,"Dog","Neutered Male","ChihuahuaShorthair","Buff",FALSE,"60","TRUE","2015","08","14","13","20","6","FALSE","Neutered","Male","afternoon","Pure","gestation"
"4783","",NA,"Dog","Intact Male","GermanShepherdMix","Sable",FALSE,"7","FALSE","2015","11","20","15","30","6","FALSE","Intact","Male","afternoon","Mix","gestation"
"4785","Lola",NA,"Dog","Intact Female","BassetHound","White/Brown",FALSE,"2555","TRUE","2015","09","21","15","29","2","FALSE","Intact","Female","afternoon","Pure","adult"
"4789","",NA,"Dog","Spayed Female","BorderCollieMix","Black/Tricolor",FALSE,"120","FALSE","2014","05","16","17","48","6","FALSE","Spayed","Female","afternoon","Mix","puppy"
"4790","Kibbeh",NA,"Dog","Neutered Male","PlottHound/Mastiff","Brown Brindle",FALSE,"2555","TRUE","2014","12","15","17","53","2","FALSE","Neutered","Male","afternoon","Hybrid","adult"
"4792","Sady",NA,"Dog","Spayed Female","GermanShepherdMix","Sable",FALSE,"30","TRUE","2015","02","20","17","47","6","FALSE","Spayed","Female","afternoon","Mix","gestation"
"4793","Ranger",NA,"Dog","Intact Male","SmoothFoxTerrierMix","White/Black",FALSE,"2555","TRUE","2016","01","25","14","08","2","FALSE","Intact","Male","afternoon","Mix","adult"
"4795","Tessie",NA,"Dog","Intact Female","RatTerrier","Black/White",FALSE,"60","TRUE","2015","08","24","14","29","2","FALSE","Intact","Female","afternoon","Pure","gestation"
"4797","Max",NA,"Dog","Neutered Male","ChihuahuaLonghairMix","Black/Tan",FALSE,"1825","TRUE","2014","11","07","13","07","6","FALSE","Neutered","Male","afternoon","Mix","adult"
"4798","Uschi",NA,"Dog","Spayed Female","GermanShepherdMix","Black/Brown",FALSE,"330","TRUE","2015","05","18","17","36","2","FALSE","Spayed","Female","afternoon","Mix","puppy"
"4799","Luke",NA,"Dog","Neutered Male","ChihuahuaShorthairMix","Brown/White",FALSE,"365","TRUE","2014","07","10","11","37","5","FALSE","Neutered","Male","morning","Mix","adolescent"
"4800","Viper",NA,"Dog","Neutered Male","PitBullMix","Tan/Black",FALSE,"330","TRUE","2013","11","06","16","42","4","FALSE","Neutered","Male","afternoon","Mix","puppy"
"4801","Felicity",NA,"Dog","Spayed Female","PitBullMix","Brown Brindle",FALSE,"730","TRUE","2014","04","27","16","58","1","TRUE","Spayed","Female","afternoon","Mix","adult"
"4802","Bailey",NA,"Dog","Neutered Male","Rottweiler/AustralianCattleDog","Black/Brown",FALSE,"4015","TRUE","2014","01","16","18","34","5","FALSE","Neutered","Male","afternoon","Hybrid","senior"
"4803","Shania",NA,"Dog","Spayed Female","GermanShepherdMix","Tricolor",FALSE,"730","TRUE","2015","12","08","13","59","3","FALSE","Spayed","Female","afternoon","Mix","adult"
"4804","",NA,"Dog","Spayed Female","GermanShepherdMix","Tan/Black",FALSE,"90","FALSE","2015","08","02","17","28","1","TRUE","Spayed","Female","afternoon","Mix","puppy"
"4806","",NA,"Dog","Spayed Female","CairnTerrierMix","Black Brindle/White",FALSE,"60","FALSE","2014","05","04","18","11","1","TRUE","Spayed","Female","afternoon","Mix","gestation"
"4810","Nell",NA,"Dog","Spayed Female","LabradorRetrieverMix","Black",FALSE,"4380","TRUE","2016","01","23","17","52","7","TRUE","Spayed","Female","afternoon","Mix","senior"
"4811","Lina",NA,"Dog","Intact Female","AustralianCattleDog","Blue Merle",FALSE,"2920","TRUE","2015","02","21","12","39","7","TRUE","Intact","Female","afternoon","Pure","adult"
"4817","",NA,"Dog","Neutered Male","JackRussellTerrierMix","Black/White",FALSE,"180","FALSE","2015","10","31","17","48","7","TRUE","Neutered","Male","afternoon","Mix","puppy"
"4818","Trevor",NA,"Dog","Neutered Male","AmericanBulldogMix","Brown/White",FALSE,"730","TRUE","2013","11","25","14","53","2","FALSE","Neutered","Male","afternoon","Mix","adult"
"4819","Bowser",NA,"Dog","Neutered Male","PitBullMix","Brown/White",FALSE,"730","TRUE","2014","12","26","12","23","6","FALSE","Neutered","Male","afternoon","Mix","adult"
"4821","Camilla",NA,"Dog","Spayed Female","PitBullMix","Tan/White",FALSE,"365","TRUE","2014","10","29","14","22","4","FALSE","Spayed","Female","afternoon","Mix","adolescent"
"4822","Ranger",NA,"Dog","Neutered Male","LabradorRetrieverMix","Yellow",FALSE,"270","TRUE","2014","05","22","17","17","5","FALSE","Neutered","Male","afternoon","Mix","puppy"
"4823","Jd",NA,"Dog","Neutered Male","PitBullMix","Brown Brindle/White",FALSE,"730","TRUE","2015","05","12","16","21","3","FALSE","Neutered","Male","afternoon","Mix","adult"
"4824","Rocky",NA,"Dog","Neutered Male","PitBullMix","White/Chocolate",FALSE,"730","TRUE","2015","05","29","14","02","6","FALSE","Neutered","Male","afternoon","Mix","adult"
"4825","Luna",NA,"Dog","Spayed Female","GreatPyreneesMix","White",FALSE,"730","TRUE","2014","10","20","13","14","2","FALSE","Spayed","Female","afternoon","Mix","adult"
"4828","",NA,"Dog","Intact Female","MiniaturePoodleMix","White",FALSE,"365","FALSE","2014","05","28","11","14","4","FALSE","Intact","Female","morning","Mix","adolescent"
"4832","",NA,"Dog","Neutered Male","DachshundWirehair/BorderTerrier","Tan",FALSE,"60","FALSE","2013","10","05","18","24","7","TRUE","Neutered","Male","afternoon","Hybrid","gestation"
"4833","Sonny",NA,"Dog","Intact Male","ChihuahuaShorthair/YorkshireTerrier","Black",FALSE,"60","TRUE","2015","01","06","15","06","3","FALSE","Intact","Male","afternoon","Hybrid","gestation"
"4835","Blue",NA,"Dog","Spayed Female","PointerMix","Tricolor/White",FALSE,"365","TRUE","2014","02","15","15","16","7","TRUE","Spayed","Female","afternoon","Mix","adolescent"
"4836","Norma",NA,"Dog","Spayed Female","ChihuahuaShorthairMix","Tan",FALSE,"1825","TRUE","2014","08","21","12","48","5","FALSE","Spayed","Female","afternoon","Mix","adult"
"4838","Chief",NA,"Dog","Neutered Male","PitBullMix","White/Black",FALSE,"730","TRUE","2014","09","22","17","29","2","FALSE","Neutered","Male","afternoon","Mix","adult"
"4839","",NA,"Dog","Spayed Female","PitBullMix","Brown/White",FALSE,"365","FALSE","2013","12","15","18","24","1","TRUE","Spayed","Female","afternoon","Mix","adolescent"
"4840","",NA,"Dog","Intact Male","PitBullMix","White/Brown",FALSE,"1460","FALSE","2013","10","11","18","41","6","FALSE","Intact","Male","afternoon","Mix","adult"
"4841","Taylor",NA,"Dog","Spayed Female","LabradorRetriever/AustralianCattleDog","Tan/White",FALSE,"365","TRUE","2016","01","24","18","52","1","TRUE","Spayed","Female","afternoon","Hybrid","adolescent"
"4842","Ginger",NA,"Dog","Intact Female","PitBullMix","Brown/Tan",FALSE,"1095","TRUE","2014","10","27","17","51","2","FALSE","Intact","Female","afternoon","Mix","adult"
"4843","Millie",NA,"Dog","Spayed Female","MiniaturePoodleMix","White/Black",FALSE,"365","TRUE","2015","12","13","15","28","1","TRUE","Spayed","Female","afternoon","Mix","adolescent"
"4844","Frank",NA,"Dog","Intact Male","LabradorRetrieverMix","Black/White",FALSE,"365","TRUE","2015","11","30","12","57","2","FALSE","Intact","Male","afternoon","Mix","adolescent"
"4846","Judge Judy",NA,"Dog","Spayed Female","AmericanStaffordshireTerrier/AmericanBulldog","Blue/White",FALSE,"730","TRUE","2014","02","02","11","03","1","TRUE","Spayed","Female","morning","Hybrid","adult"
"4847","Frances",NA,"Dog","Intact Female","RatTerrierMix","Tricolor",FALSE,"365","TRUE","2015","03","08","15","20","1","TRUE","Intact","Female","afternoon","Mix","adolescent"
"4849","Angel",NA,"Dog","Spayed Female","RedboneHoundMix","Red/Black",FALSE,"365","TRUE","2014","08","12","18","28","3","FALSE","Spayed","Female","afternoon","Mix","adolescent"
"4851","Olive",NA,"Dog","Spayed Female","DachshundMix","Black/Tan",FALSE,"240","TRUE","2014","08","06","18","13","4","FALSE","Spayed","Female","afternoon","Mix","puppy"
"4853","Ruth",NA,"Dog","Spayed Female","RottweilerMix","Black/Tan",FALSE,"365","TRUE","2014","03","13","11","37","5","FALSE","Spayed","Female","morning","Mix","adolescent"
"4854","Rocky",NA,"Dog","Neutered Male","GermanShepherdMix","Black/Tan",FALSE,"730","TRUE","2015","04","29","11","41","4","FALSE","Neutered","Male","morning","Mix","adult"
"4855","Odie",NA,"Dog","Neutered Male","BeagleMix","Tricolor",FALSE,"1095","TRUE","2014","08","16","17","50","7","TRUE","Neutered","Male","afternoon","Mix","adult"
"4856","Dixie",NA,"Dog","Spayed Female","DachshundMix","Red",FALSE,"4745","TRUE","2013","11","12","14","41","3","FALSE","Spayed","Female","afternoon","Mix","senior"
"4858","Obi",NA,"Dog","Neutered Male","BelgianMalinoisMix","Brown/Black",FALSE,"60","TRUE","2014","01","22","17","05","4","FALSE","Neutered","Male","afternoon","Mix","gestation"
"4860","Spoon",NA,"Dog","Spayed Female","AustralianKelpieMix","Tricolor",FALSE,"120","TRUE","2015","06","20","00","00","7","TRUE","Spayed","Female","night","Mix","puppy"
"4862","",NA,"Dog","Unknown Unknown","PitBullMix","Blue/White",FALSE,"2","FALSE","2014","01","05","15","12","1","TRUE","Unknown","Unknown","afternoon","Mix","gestation"
"4863","Izzy",NA,"Dog","Neutered Male","GoldenRetrieverMix","Red",FALSE,"180","TRUE","2015","07","24","13","55","6","FALSE","Neutered","Male","afternoon","Mix","puppy"
"4864","Luna",NA,"Dog","Spayed Female","AustralianKelpieMix","Black",FALSE,"365","TRUE","2015","12","26","17","10","7","TRUE","Spayed","Female","afternoon","Mix","adolescent"
"4865","Humphrey",NA,"Dog","Neutered Male","St.BernardRoughCoatMix","Tricolor",FALSE,"1095","TRUE","2015","02","15","17","29","1","TRUE","Neutered","Male","afternoon","Mix","adult"
"4866","Cookie",NA,"Dog","Spayed Female","DachshundMix","Brown/White",FALSE,"730","TRUE","2014","03","09","16","55","1","TRUE","Spayed","Female","afternoon","Mix","adult"
"4867","Lanie",NA,"Dog","Spayed Female","ChihuahuaShorthairMix","Black/Tan",FALSE,"730","TRUE","2014","03","13","14","24","5","FALSE","Spayed","Female","afternoon","Mix","adult"
"4868","Bo",NA,"Dog","Neutered Male","Boxer","Brown Brindle/White",FALSE,"1460","TRUE","2015","06","05","17","13","6","FALSE","Neutered","Male","afternoon","Pure","adult"
"4870","Mufasa",NA,"Dog","Neutered Male","PitBull/LabradorRetriever","Brown/White",FALSE,"1825","TRUE","2014","01","05","18","13","1","TRUE","Neutered","Male","afternoon","Hybrid","adult"
"4871","",NA,"Dog","Neutered Male","QueenslandHeelerMix","Blue Merle/Blue Merle",FALSE,"180","FALSE","2014","12","15","16","34","2","FALSE","Neutered","Male","afternoon","Mix","puppy"
